,STATEFP,COUNTYFP,CensusTract,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry,TRACTCE,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,2003_Fast Food Coverage Ratio,2004_Fast Food Coverage Ratio,2005_Fast Food Coverage Ratio,2006_Fast Food Coverage Ratio,2007_Fast Food Coverage Ratio,2008_Fast Food Coverage Ratio,2009_Fast Food Coverage Ratio,2010_Fast Food Coverage Ratio,2011_Fast Food Coverage Ratio,2012_Fast Food Coverage Ratio,2013_Fast Food Coverage Ratio,2014_Fast Food Coverage Ratio,2015_Fast Food Coverage Ratio,2017_Fast Food Coverage Ratio,2003_rank,2004_rank,2005_rank,2006_rank,2007_rank,2008_rank,2009_rank,2010_rank,2011_rank,2012_rank,2013_rank,2014_rank,2015_rank,2017_rank
91,36,47,10400,1400000US36047010400,36047010400,104,CT,152312,0,"POLYGON ((-74.01115399999999 40.637404, -74.00940899999999 40.639085, -74.007206 40.637755, -74.005003 40.636424999999996, -74.006169 40.635303, -74.006751 40.634744999999995, -74.007356 40.634164, -74.009557 40.635493, -74.01176 40.636823, -74.01115399999999 40.637404))",36047010400,New York,Kings County,1,5908,1605,0,0,0,0,0,0,0,0,1,28.7,40580,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3293,1338,518,633,60,4912,0,10,293,372,917,420,0,0,0,0,0,0,0,0,0,0,0,0,0,5677,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,13
92,36,47,50803,1400000US36047050803,36047050803,508.03,CT,56086,0,"POLYGON ((-73.9619 40.654871, -73.961691 40.654951, -73.959861 40.655635, -73.959696 40.654838999999996, -73.959329 40.652927999999996, -73.961407 40.65217, -73.961597 40.653172999999995, -73.961726 40.65389, -73.961759 40.654070999999995, -73.9619 40.654871))",36047050803,New York,Kings County,1,2464,909,0,127,5.15,0,0,0,0,0,1,16.2,48438,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054,490,158,323,1799,50,0,23,269,393,713,214,1349.3,877.6,1283.5,1250.6,1217.7,2369.6,2303.8,2238,2238,2238,2260,2260,2260,2260,217,269,268,293,312,183,191,194,186,184,185,176,170,178
93,36,47,58000,1400000US36047058000,36047058000,580,CT,158641,0,"POLYGON ((-73.957757 40.600986, -73.95683 40.601087, -73.955905 40.601191, -73.954942 40.601296999999995, -73.95397799999999 40.601400999999996, -73.953552 40.599146, -73.95315 40.597028, -73.95507599999999 40.596816, -73.95692799999999 40.596612, -73.957332 40.598731, -73.957757 40.600986))",36047058000,New York,Kings County,1,3365,1219,0,0,0,0,0,0,0,0,1,18.5,61458,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610,768,490,1778,64,1248,0,2,273,357,675,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
94,36,47,79601,1400000US36047079601,36047079601,796.01,CT,110399,0,"POLYGON ((-73.960426 40.658072, -73.956649 40.658305999999996, -73.956558 40.657454, -73.95647799999999 40.656711, -73.95638799999999 40.655874999999995, -73.9563 40.655049, -73.959696 40.654838999999996, -73.959861 40.655635, -73.960073 40.656486, -73.96024299999999 40.657232, -73.960426 40.658072))",36047079601,New York,Kings County,1,4413,1797,0,7,0.16,0,0,0,0,0,0,10.8,80750,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414,912,424,778,3196,77,6,30,326,624,1439,362,0,0,0,0,4569.9,4480.6,4391.3,4302,2151,1075.5,915.4,915.4,915.4,915.4,no rank,no rank,no rank,no rank,39,43,43,46,194,354,396,391,399,405
95,36,47,37100,1400000US36047037100,36047037100,371,CT,189347,0,"POLYGON ((-73.916977 40.681833999999995, -73.91431899999999 40.68214, -73.911664 40.682446, -73.911518 40.681712, -73.911374 40.68098, -73.911225 40.68024, -73.911082 40.679514999999995, -73.910799 40.678278, -73.91355899999999 40.678427, -73.91630099999999 40.678577, -73.916393 40.678906, -73.91654 40.679637, -73.916687 40.680371, -73.916831 40.681101, -73.916977 40.681833999999995))",36047037100,New York,Kings County,1,4120,1473,0,0,0,0,0,0,0,0,1,20.1,56163,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541,1223,289,162,3592,18,0,35,313,528,943,306,0,0,0,0,0,4454,4513,2286,2286,1524,1497,1497,1497,1122.75,no rank,no rank,no rank,no rank,no rank,46,37,190,181,272,298,289,291,360
96,36,47,18501,1400000US36047018501,36047018501,185.01,CT,111097,0,"POLYGON ((-73.976443 40.696371, -73.975486 40.696315, -73.973485 40.696245999999995, -73.97247 40.696207, -73.97245099999999 40.696112, -73.97187199999999 40.69321, -73.972911 40.693251, -73.973855 40.693287, -73.975848 40.693360999999996, -73.975987 40.694089, -73.976188 40.695098, -73.976443 40.696371))",36047018501,New York,Kings County,1,3827,1496,0,170,4.44,0,0,0,0,0,1,47.2,26219,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3479,1037,412,515,2446,205,0,40,621,1069,1517,968,0,0,0,0,0,0,0,1803.5,1202.333333,1202.333333,1650.333333,1650.333333,1650.333333,1650.333333,no rank,no rank,no rank,no rank,no rank,no rank,no rank,236,319,327,270,256,252,253
97,36,47,95600,1400000US36047095600,36047095600,956,CT,237582,0,"POLYGON ((-73.91327799999999 40.635508, -73.91179199999999 40.636466, -73.910367 40.637391, -73.907454 40.639275999999995, -73.90561199999999 40.637622, -73.90778399999999 40.63622, -73.909955 40.634816, -73.91143699999999 40.633857, -73.913198 40.631934, -73.916224 40.633606, -73.91327799999999 40.635508))",36047095600,New York,Kings County,1,4042,1288,0,0,0,0,0,0,0,0,1,14.3,65395,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571,975,367,234,3570,86,1,22,129,240,547,145,4210.8,2146.2,1458,1485.2,1512.4,1539.6,2350.2,2391,4782,2391,2316.5,1158.25,926.6,926.6,46,167,246,262,279,268,183,174,23,166,178,350,397,404
98,36,47,35601,1400000US36047035601,36047035601,356.01,CT,67895,0,"POLYGON ((-73.97113399999999 40.582018999999995, -73.96733499999999 40.581514999999996, -73.967602 40.580362, -73.969133 40.580048, -73.971058 40.579781, -73.971834 40.579805, -73.97113399999999 40.582018999999995))",36047035601,New York,Kings County,1,2912,1528,0,0,0,0,0,0,0,0,1,16.9,60000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,253,926,2725,131,8,0,4,44,88,624,344,2820,2783,2746,2709,2672,2635,2598,2561,2561,2561,2849,2849,0,0,118,123,140,149,160,156,161,157,152,149,136,126,no rank,no rank
99,36,47,27600,1400000US36047027600,36047027600,276,CT,149396,0,"POLYGON ((-74.001302 40.611067999999996, -74.00107299999999 40.61183, -74.000911 40.612387999999996, -74.000739 40.612555, -73.99958 40.613669, -73.997171 40.612215, -73.998313 40.611084, -73.996338 40.609894, -73.996922 40.609335, -73.997503 40.608775, -73.999454 40.60995, -74.00002099999999 40.609386, -74.000935 40.608637, -74.002665 40.60957, -74.001302 40.611067999999996))",36047027600,New York,Kings County,1,3694,1221,0,0,0,0,0,0,0,0,1,14.5,54861,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867,819,420,1885,52,1325,7,37,388,737,757,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
100,36,47,25700,1400000US36047025700,36047025700,257,CT,181125,0,"POLYGON ((-73.950091 40.699791, -73.94712799999999 40.700123, -73.944388 40.700424999999996, -73.944096 40.698972999999995, -73.943949 40.698222, -73.946797 40.697903, -73.946638 40.697179999999996, -73.946366 40.695704, -73.949207 40.695378, -73.9495 40.696847, -73.949647 40.697583, -73.949788 40.69831, -73.950091 40.699791))",36047025700,New York,Kings County,1,2131,634,0,117,5.49,0,0,0,0,0,1,23.4,64620,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,564,121,659,805,81,0,38,548,1102,330,171,0,0,0,0,0,0,0,1835,1835,1835,2111,2111,2111,527.75,no rank,no rank,no rank,no rank,no rank,no rank,no rank,232,226,226,207,199,193,490
101,36,47,55500,1400000US36047055500,36047055500,555,CT,261667,0,"POLYGON ((-73.967578 40.716496, -73.966511 40.717917, -73.965572 40.71895, -73.96355 40.721571, -73.959009 40.718636, -73.960196 40.717528, -73.961423 40.716384, -73.961912 40.71593, -73.962289 40.715579999999996, -73.962777 40.715106, -73.964472 40.715733, -73.966639 40.716364999999996, -73.967578 40.716496))",36047055500,New York,Kings County,1,1959,905,0,0,0,0,0,0,0,0,0,5.5,166776,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957,267,51,1394,96,205,0,8,256,328,1867,176,0,0,0,0,0,0,0,0,1418,1418,3215.5,2143.666667,2143.666667,2143.666667,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,284,290,99,191,185,190
102,36,47,56600,1400000US36047056600,36047056600,566,CT,171530,0,"POLYGON ((-73.943766 40.604960999999996, -73.942769 40.605073, -73.941771 40.605183, -73.940842 40.605284999999995, -73.939916 40.605385999999996, -73.939466 40.602996999999995, -73.939042 40.600742, -73.941891 40.600426999999996, -73.942889 40.600318, -73.943316 40.602575, -73.943766 40.604960999999996))",36047056600,New York,Kings County,1,2419,998,0,12,0.5,0,0,0,0,0,0,7.8,87639,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665,425,446,1706,182,442,0,1,88,130,255,215,2675,2704,2733,1381,1395.5,2820,2849,2878,2878,2878,2821,2821,2821,0,130,128,142,277,292,141,137,138,132,130,139,129,118,no rank
103,36,47,59300,1400000US36047059300,36047059300,593,CT,187979,0,"POLYGON ((-73.941043 40.727841, -73.94011499999999 40.727928999999996, -73.938189 40.728100000000005, -73.934123 40.726855, -73.936764 40.724838999999996, -73.938912 40.723579, -73.939311 40.723348, -73.940221 40.722892, -73.940738 40.725972999999996, -73.941043 40.727841))",36047059300,New York,Kings County,1,2228,904,0,0,0,0,0,0,0,0,0,12.3,93938,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,300,174,1885,38,66,0,9,230,401,398,51,1138.3,1102.9,1067.5,1032.1,996.7,961.3,925.9,593.6666667,593.6666667,593.6666667,711.6666667,711.6666667,711.6666667,711.6666667,235,254,291,315,341,342,346,413,425,438,433,435,443,445
104,36,47,25902,1400000US36047025902,36047025902,259.02,CT,59611,0,"POLYGON ((-73.946797 40.697903, -73.943949 40.698222, -73.94352599999999 40.696031, -73.946366 40.695704, -73.946638 40.697179999999996, -73.946797 40.697903))",36047025902,New York,Kings County,1,3419,1053,0,0,0,0,0,0,0,0,1,62.2,22599,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3205,1103,324,531,1959,33,1,32,863,1604,960,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
105,36,47,55700,1400000US36047055700,36047055700,557,CT,282493,0,"POLYGON ((-73.96278699999999 40.722561999999996, -73.962645 40.722747, -73.96154299999999 40.723876, -73.96161099999999 40.724951, -73.95891999999999 40.724351, -73.957717 40.724298, -73.956273 40.723389999999995, -73.954776 40.72246, -73.955443 40.721945999999996, -73.958416 40.719189, -73.959009 40.718636, -73.96355 40.721571, -73.96278699999999 40.722561999999996))",36047055700,New York,Kings County,1,1655,865,0,0,0,0,0,0,0,0,0,14.8,161806,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,134,84,1393,37,120,1,4,100,202,687,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
106,36,47,3300,1400000US36047003300,36047003300,33,CT,164585,0,"POLYGON ((-73.98136 40.689927999999995, -73.978624 40.689831, -73.977098 40.689772999999995, -73.975106 40.689698, -73.974616 40.687191, -73.97559 40.687086, -73.976545 40.686994, -73.97936299999999 40.686682, -73.980559 40.688351, -73.98087 40.688866, -73.98350599999999 40.689921, -73.98136 40.689927999999995))",36047003300,New York,Kings County,1,2327,1135,0,3,0.13,0,0,0,0,0,0,9.5,144706,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,318,123,1283,565,209,2,3,265,349,1456,192,629,508.4,428,432.3333333,436.6666667,441,445.3333333,299.7777778,269.8,245.2727273,319.2727273,439,390.2222222,390.2222222,266,287,328,357,381,382,381,425,441,464,476,483,503,508
107,36,47,26700,1400000US36047026700,36047026700,267,CT,159562,0,"POLYGON ((-73.947165 40.685113, -73.94149399999999 40.685764, -73.94134799999999 40.685030999999995, -73.941204 40.6843, -73.941058 40.683567, -73.94091399999999 40.682832999999995, -73.94374499999999 40.682508, -73.94658 40.682181, -73.946727 40.682914, -73.946873 40.683645999999996, -73.947017 40.68438, -73.947165 40.685113))",36047026700,New York,Kings County,1,3920,1747,0,133,3.39,0,0,0,0,0,0,14.8,89545,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260,751,583,364,3265,54,1,11,225,347,1119,330,0,0,0,0,0,0,0,0,3408,3408,3937,3937,3937,1968.5,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,87,86,65,62,55,212
108,36,47,83200,1400000US36047083200,36047083200,832,CT,145549,0,"POLYGON ((-73.94396499999999 40.643543, -73.94202899999999 40.643664, -73.940159 40.64378, -73.939914 40.641481, -73.939664 40.639142, -73.94153299999999 40.639025, -73.942503 40.638965, -73.942651 40.640344, -73.94372 40.641242, -73.94396499999999 40.643543))",36047083200,New York,Kings County,1,2289,719,0,0,0,0,0,0,0,0,1,9.5,66429,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,501,329,38,2111,41,4,9,86,110,246,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
109,36,47,80200,1400000US36047080200,36047080200,802,CT,185243,0,"POLYGON ((-73.95672499999999 40.659017, -73.950493 40.659405, -73.95041599999999 40.658693, -73.95032599999999 40.657838, -73.95016 40.656259999999996, -73.953048 40.656081, -73.95638799999999 40.655874999999995, -73.95647799999999 40.656711, -73.956558 40.657454, -73.956649 40.658305999999996, -73.95672499999999 40.659017))",36047080200,New York,Kings County,1,4304,1658,0,0,0,0,0,0,0,0,1,17.9,64125,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570,943,483,273,3708,34,0,18,271,368,1475,382,4753.1,4731.8,2355.25,1563.066667,1555.966667,2323.3,4625.3,4604,4604,0,0,4897,2448.5,2448.5,29,33,168,253,272,186,33,36,28,no rank,no rank,24,149,158
110,36,47,29900,1400000US36047029900,36047029900,299,CT,142218,0,"POLYGON ((-73.930199 40.678025999999996, -73.929058 40.679277, -73.925266 40.679072999999995, -73.924593 40.679032, -73.921646 40.678869999999996, -73.92181599999999 40.677019, -73.923779 40.677118, -73.926594 40.677278, -73.93032199999999 40.677485, -73.930199 40.678025999999996))",36047029900,New York,Kings County,1,2579,902,0,2,0.08,0,0,0,0,0,1,30.7,44821,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370,776,138,128,2059,78,0,6,308,497,667,307,0,0,0,0,0,0,0,2326,1163,581.5,736.75,736.75,589.4,589.4,no rank,no rank,no rank,no rank,no rank,no rank,no rank,185,329,441,426,426,469,475
111,36,47,40400,1400000US36047040400,36047040400,404,CT,153660,0,"POLYGON ((-73.98702399999999 40.606031, -73.985973 40.605877, -73.98492499999999 40.605312999999995, -73.98445699999999 40.602854, -73.984019 40.60053, -73.983567 40.59814, -73.984493 40.598037999999995, -73.985491 40.59793, -73.986059 40.600958, -73.98630299999999 40.602229, -73.986847 40.605097, -73.98702399999999 40.606031))",36047040400,New York,Kings County,1,2551,856,0,0,0,0,0,0,0,0,0,15.7,76429,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787,504,333,1292,20,1036,6,5,192,308,290,162,0,0,0,0,0,0,0,0,0,2272,2352,2352,2352,1176,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,180,175,162,157,348
112,36,47,117000,1400000US36047117000,36047117000,1170,CT,153813,0,"POLYGON ((-73.889006 40.678557, -73.887304 40.679097, -73.884671 40.679939999999995, -73.88419499999999 40.678089, -73.883226 40.67637, -73.88485399999999 40.676128999999996, -73.885668 40.676009, -73.887371 40.675756, -73.888256 40.675625, -73.889006 40.678557))",36047117000,New York,Kings County,1,1880,520,0,0,0,0,0,0,0,0,1,25.9,40833,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025,550,119,364,552,146,3,29,786,1224,349,191,0,0,0,0,0,0,0,0,0,0,1930,1930,1930,1930,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,228,219,214,215
113,36,47,118800,1400000US36047118800,36047118800,1188,CT,174374,0,"POLYGON ((-73.869342 40.680191, -73.867541 40.680429, -73.865748 40.680651999999995, -73.863787 40.681114, -73.863349 40.679352, -73.862028 40.677886, -73.86390899999999 40.677769999999995, -73.864853 40.67772, -73.86670099999999 40.67747, -73.86854699999999 40.677206, -73.868855 40.678444999999996, -73.869342 40.680191))",36047118800,New York,Kings County,1,4651,1247,0,8,0.17,0,0,0,0,0,1,22.1,57766,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2226,1379,301,757,794,1647,4,88,1361,1718,796,275,4242.8,4198.4,4154,4109.6,4065.2,4020.8,3976.4,3932,0,0,0,2380,2380,4760,44,49,56,68,68,66,63,67,no rank,no rank,no rank,157,153,26
114,36,47,5202,1400000US36047005202,36047005202,52.02,CT,133272,440002,"POLYGON ((-74.0413991059603 40.6205710940132, -74.040475 40.62079, -74.038095 40.620585, -74.035437 40.619955999999995, -74.03599 40.618596, -74.036895 40.618663, -74.039183 40.617855999999996, -74.0405657471589 40.6170530913903, -74.0409710419105 40.6187640327003, -74.0410042130619 40.6189040638579, -74.0413991059603 40.6205710940132))",36047005202,New York,Kings County,1,2481,1411,0,0,0,0,0,0,0,1,0,16.2,90000,0,1,0,1,0,0,0,1,,775,,,216,,775,31.24,216,8.7,72,2.9,190,7.64,711,28.64,7,0.28,33,1.33,1,0.03,1,0.03,23,0.94,55,2.22,165,11.72,30,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,286,495,2242,23,121,1,1,93,179,544,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
115,36,47,6400,1400000US36047006400,36047006400,64,CT,203176,0,"POLYGON ((-74.03195699999999 40.628471, -74.03135999999999 40.629931, -74.03076399999999 40.631392, -74.025361 40.630109, -74.025958 40.628648, -74.026263 40.627919999999996, -74.026561 40.627187, -74.026856 40.626459, -74.03225599999999 40.627741, -74.03195699999999 40.628471))",36047006400,New York,Kings County,1,3478,1491,0,0,0,0,0,0,0,0,0,10.3,84500,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,716,460,2658,88,350,0,11,371,560,537,160,0,3642.2,3664.5,3686.8,3709.1,3731.4,3753.7,3776,3776,3776,3171,3171,3171,3171,no rank,80,84,88,87,78,75,74,65,63,102,99,94,98
116,36,47,17200,1400000US36047017200,36047017200,172,CT,206304,0,"POLYGON ((-74.014695 40.606424, -74.01127799999999 40.609705999999996, -74.008304 40.612567999999996, -74.006014 40.611325, -74.009078 40.608377999999995, -74.010823 40.606701, -74.01236999999999 40.605214, -74.014695 40.606424))",36047017200,New York,Kings County,1,2931,1046,0,8,0.27,0,0,0,0,0,0,10.5,94432,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,610,447,1734,14,1006,0,5,172,302,231,88,0,0,0,0,0,0,0,3134,3134,3134,3360,3360,3360,3360,no rank,no rank,no rank,no rank,no rank,no rank,no rank,114,104,103,92,88,84,85
